Layer,Elno,Text,Vnflag,Angle,RecordType,DataType,DataKind
"7312","08ND883-7312-0810","8.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0811","7.6","0","0",E7,注記,"4"
"7312","08ND883-7312-0812","7.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0813","8.5","0","0",E7,注記,"4"
"7312","08ND883-7312-0814","7.7","0","0",E7,注記,"4"
"7312","08ND883-7312-0815","6.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0816","8.4","0","0",E7,注記,"4"
"7312","08ND883-7312-0817","7.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0818","6.9","0","0",E7,注記,"4"
"7312","08ND883-7312-0819","8.6","0","0",E7,注記,"4"
"7312","08ND883-7312-0820","8.6","0","0",E7,注記,"4"
"7312","08ND883-7312-0821","21.2","0","0",E7,注記,"4"
"7312","08ND883-7312-0822","8.5","0","0",E7,注記,"4"
"7312","08ND883-7312-0823","7.9","0","0",E7,注記,"4"
"7312","08ND883-7312-0824","7.6","0","0",E7,注記,"4"
"7312","08ND883-7312-0825","8.3","0","0",E7,注記,"4"
"7312","08ND883-7312-0826","3.8","0","0",E7,注記,"4"
"7312","08ND883-7312-0827","3.5","0","0",E7,注記,"4"
"7312","08ND883-7312-0828","2.8","0","0",E7,注記,"4"
"7312","08ND883-7312-0829","3.9","0","0",E7,注記,"4"
"7312","08ND883-7312-0830","2.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0831","3.3","0","0",E7,注記,"4"
"7312","08ND883-7312-0832","2.6","0","0",E7,注記,"4"
"7312","08ND883-7312-0833","6.3","0","0",E7,注記,"4"
"7312","08ND883-7312-0834","3.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0835","1.7","0","0",E7,注記,"4"
"7312","08ND883-7312-0836","12.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0837","11.7","0","0",E7,注記,"4"
"7312","08ND883-7312-0838","10.8","0","0",E7,注記,"4"
"7312","08ND883-7312-0839","11.0","0","0",E7,注記,"4"
"7312","08ND883-7312-0840","8.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0841","8.1","0","0",E7,注記,"4"
"7312","08ND883-7312-0842","5.7","0","0",E7,注記,"4"
"8111","08ND883-8111-0001",駿河区,"0","0",E7,注記,"4"
"8114","08ND883-8114-0001",登呂二丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0002",宮竹一丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0003",宮竹二丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0004",高松一丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0005",高松二丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0006",水上,"0","0",E7,注記,"4"
"8114","08ND883-8114-0007",西大谷,"0","0",E7,注記,"4"
"8114","08ND883-8114-0008",敷地二丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0009",敷地一丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0010",登呂四丁目,"1","-90",E7,注記,"4"
"8114","08ND883-8114-0011",下島,"1","-90",E7,注記,"4"
"8114","08ND883-8114-0012",高松,"0","0",E7,注記,"4"
"8114","08ND883-8114-0013",大谷,"0","0",E7,注記,"4"
"8114","08ND883-8114-0014",宮川,"0","0",E7,注記,"4"
"8114","08ND883-8114-0015",大谷一丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0016",大谷二丁目,"0","0",E7,注記,"4"
"8114","08ND883-8114-0017",大谷三丁目,"0","0",E7,注記,"4"
"8121","08ND883-8121-0001",県道高松日ノ出線,"1","-51",E7,注記,"4"
"8121","08ND883-8121-0002",（大谷街道）,"1","-93",E7,注記,"4"
"8121","08ND883-8121-0003",（石田街道）,"1","-62",E7,注記,"4"
"8121","08ND883-8121-0004",東名高速道路,"0","38",E7,注記,"4"
"8121","08ND883-8121-0005",国,"0","14",E7,注記,"4"
"8121","08ND883-8121-0006",道,"0","14",E7,注記,"4"
"8121","08ND883-8121-0007",１５０,"0","14",E7,注記,"4"
"8121","08ND883-8121-0008",号,"0","14",E7,注記,"4"
"8121","08ND883-8121-0009",（久能街道）,"1","-50",E7,注記,"4"
"8121","08ND883-8121-0010",主要地方道山脇大谷線,"1","-93",E7,注記,"4"
"8121","08ND883-8121-0011",県道静岡清水自転車道線,"0","13",E7,注記,"4"
"8121","08ND883-8121-0012",（太平洋岸自転車道）,"0","17",E7,注記,"4"
"8125","08ND883-8125-0001",宮川１号橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0002",神明原橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0003",高松橋,"0","0",E7,注記,"4"
"8125","08ND883-8125-0004",大谷川橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0005",瑞現橋,"0","0",E7,注記,"4"
"8125","08ND883-8125-0006",潮騒橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0007",水上一号橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0008",水上２号橋,"1","-90",E7,注記,"4"
"8125","08ND883-8125-0009",大正寺沢橋,"0","0",E7,注記,"4"
"8131","08ND883-8131-0001",高松こども園,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0002",静岡高松郵便局,"0","0",E7,注記,"4"
"8131","08ND883-8131-0003",ＪＡ静岡市高松支店,"0","0",E7,注記,"4"
"8131","08ND883-8131-0004",宮竹小学校,"0","0",E7,注記,"4"
"8131","08ND883-8131-0005",慈貞院,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0006",南中学校,"0","0",E7,注記,"4"
"8131","08ND883-8131-0007",高松神社,"0","0",E7,注記,"4"
"8131","08ND883-8131-0008",宮竹神社,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0009",高松公民館,"0","0",E7,注記,"4"
"8131","08ND883-8131-0010",薬師堂,"0","0",E7,注記,"4"
"8131","08ND883-8131-0011",大谷こども園,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0012",大谷出張所,"0","0",E7,注記,"4"
"8131","08ND883-8131-0013",駿河消防署,"0","0",E7,注記,"4"
"8131","08ND883-8131-0014",西大谷変電所,"0","0",E7,注記,"4"
"8131","08ND883-8131-0015",ＪＡ静岡市,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0016",ＮＴＴ大谷,"0","0",E7,注記,"4"
"8131","08ND883-8131-0017",電話交換所,"0","0",E7,注記,"4"
"8131","08ND883-8131-0018",大谷小学校,"0","0",E7,注記,"4"
"8131","08ND883-8131-0019",宮川公民館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0020",諏訪大明神,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0021",八坂神社,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0022",大正寺,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0023",駿河台公民館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0024",洋光台団地,"0","0",E7,注記,"4"
"8131","08ND883-8131-0025",西大谷中継ポンプ場,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0026",旧マッケンジー邸,"0","0",E7,注記,"4"
"8131","08ND883-8131-0027",帝釋寺,"0","0",E7,注記,"4"
"8131","08ND883-8131-0028",浅間神社,"0","0",E7,注記,"4"
"8131","08ND883-8131-0029",大里東幼稚園,"0","0",E7,注記,"4"
"8131","08ND883-8131-0030",敷地公民館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0031",大里東小学校,"0","0",E7,注記,"4"
"8131","08ND883-8131-0032",宮竹公民館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0033",大谷雨水,"0","0",E7,注記,"4"
"8131","08ND883-8131-0034",東西大谷,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0035",静岡市治水交流資料館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0036",かわなび,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0037",倶利迦羅堂,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0038",都市局都市計画部,"0","0",E7,注記,"4"
"8131","08ND883-8131-0039",統合公民館,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0040",ポンプ場,"0","0",E7,注記,"4"
"8131","08ND883-8131-0041",大谷郵便局,"0","0",E7,注記,"4"
"8131","08ND883-8131-0042",大谷支店,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0043",ラジオ放送所,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0044",ＮＨＫ宮竹,"1","-90",E7,注記,"4"
"8131","08ND883-8131-0045",駿河台団地,"0","0",E7,注記,"4"
"8131","08ND883-8131-0046",新インターチェンジ,"0","0",E7,注記,"4"
"8131","08ND883-8131-0047",周辺整備課,"0","0",E7,注記,"4"
"8131","08ND883-8131-0048",諏訪神社,"0","0",E7,注記,"4"
"8151","08ND883-8151-0001",駿河湾,"0","0",E7,注記,"4"
"8151","08ND883-8151-0002",井庄沢川,"0","22",E7,注記,"4"
"8151","08ND883-8151-0003",大正寺沢川,"0","11",E7,注記,"4"
"8151","08ND883-8151-0004",池ノ谷沢川,"0","38",E7,注記,"4"
"8151","08ND883-8151-0005",水上北水路,"0","22",E7,注記,"4"
"8151","08ND883-8151-0006",水上南水路,"0","21",E7,注記,"4"
"8151","08ND883-8151-0007",西大谷水路,"0","22",E7,注記,"4"
"8151","08ND883-8151-0008",大谷川,"1","-70",E7,注記,"4"
"8151","08ND883-8151-0009",放水路,"1","-65",E7,注記,"4"
"8151","08ND883-8151-0010",異竜沢川,"1","-86",E7,注記,"4"
"8151","08ND883-8151-0011",大谷斜川,"0","12",E7,注記,"4"
"8152","08ND883-8152-0001",大谷川水門,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0001",大谷不動山公園,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0002",高松公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0003",高松汐入公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0004",高松緑地,"0","39",E7,注記,"4"
"8162","08ND883-8162-0005",高松若宮公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0006",高松神明原公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0007",高松長寿公園,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0008",大谷洋光台,"0","0",E7,注記,"4"
"8162","08ND883-8162-0009",西公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0010",公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0011",井庄段,"0","0",E7,注記,"4"
"8162","08ND883-8162-0012",井庄公園,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0013",高松共同墓地,"0","0",E7,注記,"4"
"8162","08ND883-8162-0014",放水路記念公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0015",駿河台北,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0016",公園,"1","-90",E7,注記,"4"
"8162","08ND883-8162-0017",北公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0018",大谷洋光台,"0","0",E7,注記,"4"
"8162","08ND883-8162-0019",駿河台公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0020",コート,"0","0",E7,注記,"4"
"8162","08ND883-8162-0021",テニス,"0","0",E7,注記,"4"
"8162","08ND883-8162-0022",高松南公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0023",宮竹多目的広場,"0","0",E7,注記,"4"
"8162","08ND883-8162-0024",大谷西公園,"0","0",E7,注記,"4"
"8162","08ND883-8162-0025",東大谷公園,"0","0",E7,注記,"4"
"8181","08ND883-8181-0001",プール,"1","-90",E7,注記,"4"
"8181","08ND883-8181-0002",プール,"0","0",E7,注記,"4"
"8181","08ND883-8181-0003",プール,"0","0",E7,注記,"4"
"8181","08ND883-8181-0004",プール,"1","-90",E7,注記,"4"
"7101","08ND884-7101-0705","130","0","-22",E7,注記,"4"
"7101","08ND884-7101-0706","40","0","28",E7,注記,"4"
"7101","08ND884-7101-0707","10","0","0",E7,注記,"4"
"7101","08ND884-7101-0708","10","0","23",E7,注記,"4"
"7101","08ND884-7101-0709","20","0","15",E7,注記,"4"
"7101","08ND884-7101-0710","60","0","-15",E7,注記,"4"
"7101","08ND884-7101-0711","60","0","33",E7,注記,"4"
"7101","08ND884-7101-0712","20","0","18",E7,注記,"4"
"7101","08ND884-7101-0713","120","0","-39",E7,注記,"4"
"7101","08ND884-7101-0714","80","0","-37",E7,注記,"4"
"7101","08ND884-7101-0715","50","0","-31",E7,注記,"4"
"7101","08ND884-7101-0716","90","0","-5",E7,注記,"4"
"7101","08ND884-7101-0717","60","0","50",E7,注記,"4"
"7101","08ND884-7101-0718","90","0","-59",E7,注記,"4"
"7101","08ND884-7101-0719","50","0","2",E7,注記,"4"
"7101","08ND884-7101-0720","90","0","-18",E7,注記,"4"
"7101","08ND884-7101-0721","20","0","14",E7,注記,"4"
"7101","08ND884-7101-0722","100","0","46",E7,注記,"4"
"7101","08ND884-7101-0723","40","0","-25",E7,注記,"4"
"7101","08ND884-7101-0724","70","0","-40",E7,注記,"4"
"7101","08ND884-7101-0725","140","0","3",E7,注記,"4"
"7101","08ND884-7101-0726","110","0","-59",E7,注記,"4"
"7101","08ND884-7101-0727","80","0","0",E7,注記,"4"
"7101","08ND884-7101-0728","10","0","30",E7,注記,"4"
"7101","08ND884-7101-0729","70","0","29",E7,注記,"4"
"7101","08ND884-7101-0730","10","0","-18",E7,注記,"4"
"7101","08ND884-7101-0731","100","0","4",E7,注記,"4"
"7101","08ND884-7101-0732","90","0","-54",E7,注記,"4"
"7101","08ND884-7101-0733","90","0","11",E7,注記,"4"
"7101","08ND884-7101-0734","90","0","19",E7,注記,"4"
"7101","08ND884-7101-0735","60","0","-14",E7,注記,"4"
"7101","08ND884-7101-0736","10","0","19",E7,注記,"4"
"7101","08ND884-7101-0737","90","0","2",E7,注記,"4"
"7101","08ND884-7101-0738","60","0","42",E7,注記,"4"
"7101","08ND884-7101-0739","70","0","22",E7,注記,"4"
"7101","08ND884-7101-0740","60","0","-7",E7,注記,"4"
"7101","08ND884-7101-0741","50","0","-17",E7,注記,"4"
"7101","08ND884-7101-0742","50","0","-31",E7,注記,"4"
"7101","08ND884-7101-0743","30","0","15",E7,注記,"4"
"7101","08ND884-7101-0744","50","0","-8",E7,注記,"4"
"7102","08ND884-7102-2828","4","0","15",E7,注記,"4"
"7102","08ND884-7102-2829","2","0","2",E7,注記,"4"
"7102","08ND884-7102-2830","2","0","0",E7,注記,"4"
"7102","08ND884-7102-2831","2","0","24",E7,注記,"4"
"7102","08ND884-7102-2832","2","0","8",E7,注記,"4"
"7102","08ND884-7102-2833","2","0","0",E7,注記,"4"
"7102","08ND884-7102-2834","8","0","34",E7,注記,"4"
"7102","08ND884-7102-2835","6","0","26",E7,注記,"4"
"7302","08ND884-7302-0001","17.03","0","0",E7,注記,"4"
"7311","08ND884-7311-0001","7.2","0","0",E7,注記,"4"
"7311","08ND884-7311-0002","7.9","0","0",E7,注記,"4"
"7311","08ND884-7311-0003","8.1","0","0",E7,注記,"4"
"7311","08ND884-7311-0004","7.3","0","0",E7,注記,"4"
"7311","08ND884-7311-0005","9.0","0","0",E7,注記,"4"
"7311","08ND884-7311-0006","6.9","0","0",E7,注記,"4"
"7311","08ND884-7311-0007","6.8","0","0",E7,注記,"4"
"7311","08ND884-7311-0008","5.8","0","0",E7,注記,"4"
"7311","08ND884-7311-0009","4.4","0","0",E7,注記,"4"
"7311","08ND884-7311-0010","4.5","0","0",E7,注記,"4"
"7311","08ND884-7311-0011","6.2","0","0",E7,注記,"4"
"7311","08ND884-7311-0012","5.6","0","0",E7,注記,"4"
"7311","08ND884-7311-0013","5.8","0","0",E7,注記,"4"
"7311","08ND884-7311-0014","5.3","0","0",E7,注記,"4"
"7311","08ND884-7311-0015","8.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0001","39.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0003","58.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0005","64.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0007","2.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0009","2.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0011","1.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0013","2.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0015","2.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0017","2.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0019","2.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0021","1.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0023","2.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0025","2.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0027","2.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0029","1.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0031","2.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0033","2.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0035","1.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0037","1.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0039","2.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0041","2.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0043","1.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0045","7.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0047","8.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0049","4.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0051","42.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0053","5.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0055","38.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0057","9.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0059","43.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0061","42.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0062","22.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0063","7.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0064","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0065","7.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0066","56.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0067","14.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0068","7.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0069","7.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0070","14.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0071","11.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0072","8.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0073","83.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0074","41.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0075","17.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0076","9.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0077","80.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0078","38.0","0","0",E7,注記,"4"
"7312","08ND884-7312-0079","35.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0080","10.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0081","7.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0082","6.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0083","15.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0084","90.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0085","82.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0086","7.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0087","7.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0088","6.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0089","7.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0090","7.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0091","124.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0092","27.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0093","13.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0094","8.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0095","8.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0096","139.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0097","131.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0098","74.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0099","27.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0100","14.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0101","13.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0102","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0103","7.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0104","110.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0105","81.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0106","28.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0107","19.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0108","12.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0109","7.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0110","7.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0111","17.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0112","99.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0113","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0114","24.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0115","13.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0116","6.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0117","42.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0118","41.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0119","9.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0120","111.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0121","81.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0122","76.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0123","23.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0124","9.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0125","10.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0126","7.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0127","7.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0128","120.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0129","30.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0130","12.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0131","7.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0132","6.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0133","4.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0134","109.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0135","110.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0136","110.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0137","19.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0138","11.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0139","9.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0140","4.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0141","136.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0142","159.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0143","129.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0144","109.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0145","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0146","6.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0147","115.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0148","109.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0149","70.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0150","40.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0151","11.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0152","7.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0153","4.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0154","110.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0155","110.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0156","108.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0157","103.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0158","26.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0159","14.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0160","4.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0161","110.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0162","122.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0163","136.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0164","96.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0165","109.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0166","109.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0167","105.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0168","101.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0169","98.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0170","113.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0171","35.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0172","14.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0173","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0174","7.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0175","7.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0176","6.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0177","4.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0178","117.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0179","99.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0180","75.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0181","40.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0182","26.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0183","8.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0184","6.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0185","6.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0186","107.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0187","89.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0188","93.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0189","77.9","0","0",E7,注記,"4"
"7312","08ND884-7312-0190","71.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0191","66.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0192","66.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0193","29.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0194","11.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0195","7.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0196","7.5","0","0",E7,注記,"4"
"7312","08ND884-7312-0197","4.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0198","4.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0199","90.7","0","0",E7,注記,"4"
"7312","08ND884-7312-0200","90.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0201","83.8","0","0",E7,注記,"4"
"7312","08ND884-7312-0202","77.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0203","57.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0204","58.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0205","25.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0206","7.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0207","7.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0208","7.3","0","0",E7,注記,"4"
"7312","08ND884-7312-0209","6.2","0","0",E7,注記,"4"
"7312","08ND884-7312-0210","7.6","0","0",E7,注記,"4"
"7312","08ND884-7312-0211","80.1","0","0",E7,注記,"4"
"7312","08ND884-7312-0212","80.4","0","0",E7,注記,"4"
"7312","08ND884-7312-0213","80.1","0","0",E7,注記,"4"
